Name,Model,Description,URL
Innovative Artisan Series - Medium Soft Marimba Mallet - Rattan,MODEL: IP5002R,"The Innovative Artisan Series Medium Soft Marimba Mallet functions across the entire instrument delivering full tonalities with a medium soft attack. Perfect for softer passages that span the entire instrument or a baritone voice in a graduated set.

Medium Soft graduated rubber core
Rattan handles",https://www.steveweissmusic.com/products/innovative-artisan-series-medium-soft-marimba-mallet-rattan
Innovative Ludwig Albert IP3108B Extra Hard Birch Marimba Mallets,MODEL: IP3108B,"This line of professional keyboard mallets by Innovative Percussion has been specifically designed for Belgium marimba artist Ludwig Albert III. The eight models, previously only offered on rattan handles, are now available on natural birch handles with specially weighted rubber cores of varying sizes and degrees of hardness.

The IP3108B is an extra hard marimba mallet with birch handles.",https://www.steveweissmusic.com/products/innovative-ludwig-albert-ip3108b
Marimba One Double Helix DHR6 Soft Rattan Mallets,N/A,"The Double Helix Series was developed to bring out the warmth of the fundamental throughout the range of the 5-octave marimba. The relaxed yarn tension on these mallets enhances the smooth, dark attack of the mallet.

The exclusive patent pending “double helix wrap” technique allows you to easily identify each mallet in the series. Two strands of yarn are wrapped independently of each other, creating a woven effect. After one of the strands makes a revolution around the mallet head, the other strand makes a revolution, securing the previous strand. This locks the yarn in place and prevents it from unraveling. This unique method of wrapping provides our mallets with their distinct look, and exceptional sound.",https://www.steveweissmusic.com/products/marimba-one-double-helix-dhr6
Innovative Tom Rarick IP3001 Soft Birch Marimba Mallets,MODEL: IP3001,"While the contributions of the front ensemble continue to evolve within the marching idiom, so do the demands of the mallets that are used by their highly talented players. Tom Rarick, percussion arranger for the Bluecoats Drum & Bugle Corps, has assisted Innovative Percussion with the design of this unique series of keyboard mallets.

The Tom Rarick Series marimba mallets from Innovative Percussion feature large round cores wrapped with a light grey synthetic wool-blend yarn, while the vibraphone mallets have cord-wrapped large oval cores. All 7 models are built on slightly larger (11/32"") polished birch handles. The heavier cores increase projection and enhance the fundamental tone, while the larger handles help balance and control.

IP3001 - Soft Marimba
IP3002 - Medium Soft Marimba
IP3003 - Medium Hard Marimba
IP3004 - Hard Marimba
IP3005 - Soft Vibraphone
IP3006 - Medium Vibraphone
IP3007 - Hard VIbraphone",https://www.steveweissmusic.com/products/innovative-tom-rarick-ip3001
Innovative Artisan Series - Multi-tone Marimba Mallet - Rattan,MODEL: IP5000-MTR,"The Innovative Multi-Tone Marimba Mallets allow the player to achieve different levels of articulation without changing mallets. Ideal for performances that feature drastic, sudden dynamic changes.

Multi-Tone yarn wrapped graduated rubber core
Rattan handles",https://www.steveweissmusic.com/products/innovative-artisan-series-multi-tone-marimba-mallet-rattan
Innovative Soloist Series IP200N Med Soft Birch Marimba Mallets - Natural Handles,MODEL: IP200N,"Innovative Percussion's most popular series of solo marimba mallets is now offered with unfinished birch handles thanks to countless requests. All six models are available with a natural finish that provides a more slip resistant grip that is ideal for players who prefer an enhanced grip on their mallets.

The Innovative Percussion IP200N Soloist Series Medium Soft Marimba Mallets are designed for use in the middle 3 octaves of a 5 octave marimba and feature 100% wool yarn and hard rubber cores that help to create a full, rich tome and warm fundamental.

Designed with the marimba virtuoso in mind, the Soloist Series is constructed using hard rubber cores, covered in a series of latex combinations. The mallets are wrapped is a 100% wool wrap, custom manufactured specifically for Innovative Percussion, which delivers a brilliant, rich tone with the warmest fundamental possible in all registers of the marimba.",https://www.steveweissmusic.com/products/innovative-ip200n-natural-mallets
Innovative Casey Cangelosi CGL1Y Heavy Bass Marimba Mallets,N/A,"Wrapped in an environmentally friendly bamboo-blended cord, the Casey Cangelosi Series Marimba Mallets combines the rich, warm tonal characteristics of yarn with the articulate clarity of cord. These mallets are built on birch dowels with a natural finish and allow for a heavy bass sound without sounding muddy or washy, a delicate touch for lyrical legato passages that speak from the mallet immediately, and a steady timbre throughout the dynamic range. The two softest mallets are also available with a soft yarn wrap.

The CGL1Y is a heavy mallet, producing a thick sound that is much less articulate than the CGL1.",https://www.steveweissmusic.com/products/innovative-casey-cangelosi-cgl1y-marimba-mallets
Innovative Eriko Daimo Series Medium Hard Marimba Mallets - Yarn Wrapped,MODEL: ERIKO5,"This Innovative Eriko Daimo Series Marimba Mallet features a tightly wrapped rubber core with a custom blended yarn wrap. This model is intended for precise articulate playing with a little less attack than the hard mallets.

Handles - rattan
Hardness- Medium Hard
Length 17""
Orange tape indicator on handle",https://www.steveweissmusic.com/products/innovative-erik-daimo-medium-hard-yarn
Salyers Performance Collection Birch Marimba Mallets - Hard,N/A,"The Salyers Percussion PCM40 Performer Collection hard marimba mallet is Ideal for use on the upper 3.5 octaves of the 5 octave marimba. The mallets feature a dual surface birch shaft consisting of a natural, unlacquered grip area for maximum control. The upper portion of the shaft portion of the shaft is lacquered for strength and durability. The rubber and latex core is wrapped with a 100% wool yarn.

The Performance Collection marimba mallets were designed with the serious soloist in mind. The collection features rubber cores with varying layers of latex and a wool yarn wrap for a warm full-bodied sound.",https://www.steveweissmusic.com/products/salyers-performance-collection-marimba-hard
Promark SPYR Hard Marimba Mallets,MODEL: SM5,"The Promark SPYR Hard Marimba Mallets function on the upper octaves of a marimba delivering a quick articulate fundamentals. The SM5 is great for fast passages or as a tenor voice in a graduated set.

The Promark SPYR Series uses a proprietary wrapping technique to offer a mallet line that delivers consistency, durability, great tone and projection in every mallet. Consistency like this creates a mallet perfect for high school or college level directors looking to outfit their sections with quality implements for any situation.",https://www.steveweissmusic.com/products/promark-spyr-marimba-hard
Marimba One Katarzyna Mycka KMB7 Very Soft Birch Mallets,N/A,"The Katarzyna Mycka Professional Mallet Series are wrapped very tightly with all synthetic yarn. The combination of synthetic yarn and the tight wrap gives the immediate response of the bar that is required for ensemble and orchestra playing. The heavy weight of these mallets brings out the warmth of the bars by physically putting into motion the fundamental frequency of the bars.

Katarzyna recommends using this very soft mallet for such pieces as Andrew Thomas' Merlin (1st Mvmt) and Matthias Schmitt's Sechs Miniaturen (2nd).",https://www.steveweissmusic.com/products/marimba-one-katarzyna-mycka-kmb7
Marimba One Round Sound Rattan Marimba Mallets - Medium,N/A,"Marimba One Round Sound mallets are the perfect marriage of Marimba One sound quality and the needs of percussionists. The RSR3 is a medium mallet, perfect balance for the middle range, with a rattan handle.

Marimba One Round Sound series mallets feature the same Marimba One excellence at a more affordable price. They are a lightweight mallet with warmth and articulation. This is the mallet that works to make you sound great. Double-wound using Marimba One’s exclusive technology.",https://www.steveweissmusic.com/products/marimba-one-round-sound-mallets-medium-rattan
Innovative Thomas Burritt TB5 Hard Marimba Mallets,MODEL: TB5,"The Innovative Thomas Burritt TB5 Marimba mallet is the hard mallet of the series. This mallet is designed to be perfect on the upper registrar of the marimba. The TB5 is also a good choice for early marimba, or Japanese Literature. The hard core is loosely wrapped with a soft yarn creating a good balance between attack and bar resonance.
Hard synthetic mallet core
Birch wood handles with a walnut stain
Loosely wrapped mallet core to control attack and enhance timbre",https://www.steveweissmusic.com/products/innovative-percussion-thomas-burritt-tb5-hard-marimba-mallets
